segmentnr	original	folio	analyzed
ZH_X56_0949_047:0936c03	山堂落成招林處士	047	山 堂 落 成 招 林 處 士 
ZH_X56_0949_047:0936c04	　搆廈當高巘　　登臨稱遯仙　　澄波寒浸郭	047	 搆 廈 當 高 巘   登 臨 稱 遯 仙   澄 波 寒 浸 郭 
ZH_X56_0949_047:0936c05	　疊翠冷搘天　　野艇浮殘照　　僧樓襯淡烟	047	 疊 翠 冷 搘 天   野 艇 浮 殘 照   僧 樓 襯 淡 烟 
ZH_X56_0949_047:0936c06	　此中無俗物　　自可會清賢	047	 此 中 無 俗 物   自 可 會 清 賢 
ZH_X56_0949_047:0936c07	九月望夜招處士林君泛湖翫月	047	九 月 望 夜 招 處 士 林 君 泛 湖 翫 月 
ZH_X56_0949_047:0936c08	　病負中秋約　　殘秋月自新　　寒波沈皓魄	047	 病 負 中 秋 約   殘 秋 月 自 新   寒 波 沈 皓 魄 
ZH_X56_0949_047:0936c09	　碧落輾冰輪　　風靜砧聲絕　　烟收岳影均	047	 碧 落 輾 冰 輪   風 靜 砧 聲 絕   烟 收 岳 影 均 
ZH_X56_0949_047:0936c10	　何妨此夕翫　　況是不覊人	047	 何 妨 此 夕 翫   況 是 不 覊 人 
ZH_X56_0949_047:0936c11	病起	047	病 起 
ZH_X56_0949_047:0936c12	　秋盡積雨歇　　幽憂病漸安　　眼疼嫌字小	047	 秋 盡 積 雨 歇   幽 憂 病 漸 安   眼 疼 嫌 字 小 
ZH_X56_0949_047:0936c13	　身瘦覺衣寬　　倚杖防苔滑　　開爐怯夜寒	047	 身 瘦 覺 衣 寬   倚 杖 防 苔 滑   開 爐 怯 夜 寒 
ZH_X56_0949_047:0936c14	　浮生能幾日　　長作水漚觀	047	 浮 生 能 幾 日   長 作 水 漚 觀 
ZH_X56_0949_047:0936c15	賦得送人自闕下還吳	047	賦 得 送 人 自 闕 下 還 吳 
ZH_X56_0949_047:0936c16	　蓴羮鱸膾美　　張翰忽思歸　　烟水東南闊	047	 蓴 羮 鱸 膾 美   張 翰 忽 思 歸   烟 水 東 南 闊 
ZH_X56_0949_047:0936c17	　風帆且夕飛　　靜吟新月正　　閑望舊山微	047	 風 帆 且 夕 飛   靜 吟 新 月 正   閑 望 舊 山 微 
ZH_X56_0949_047:0936c18	　獨羨長江上　　遺名掩竹扉	047	 獨 羨 長 江 上   遺 名 掩 竹 扉 
ZH_X56_0949_047:0936c19	贈駱偃	047	贈 駱 偃 
ZH_X56_0949_047:0936c20	　才高淹下位　　聖代尚遺賢　　賈誼方流涕	047	 才 高 淹 下 位   聖 代 尚 遺 賢   賈 誼 方 流 涕 
ZH_X56_0949_047:0936c21	　楊雄正草玄　　開琴逢皓月　　試茗選清泉	047	 楊 雄 正 草 玄   開 琴 逢 皓 月   試 茗 選 清 泉 
ZH_X56_0949_047:0936c22	　篋有文編在　　時容後學傳	047	 篋 有 文 編 在   時 容 後 學 傳 
ZH_X56_0949_047:0936c23	病中雨夜懷同志	047	病 中 雨 夜 懷 同 志 
ZH_X56_0949_047:0936c24	　杉竹競霪霪　　天時正積陰　　背窻秋燭暗	047	 杉 竹 競 霪 霪   天 時 正 積 陰   背 窻 秋 燭 暗 
ZH_X56_0949_047:0937a01	　欹枕夜堂深　　月被重雲蔽　　螢依濕氣沉	047	 欹 枕 夜 堂 深   月 被 重 雲 蔽   螢 依 濕 氣 沉 
ZH_X56_0949_047:0937a02	　無憀不成寐　　況復想知音	047	 無 憀 不 成 寐   況 復 想 知 音 
ZH_X56_0949_047:0937a03	游風水洞僧院	047	游 風 水 洞 僧 院 
ZH_X56_0949_047:0937a04	　風水分雙洞　　幽奇類沃洲　　猿吟清徹夜	047	 風 水 分 雙 洞   幽 奇 類 沃 洲   猿 吟 清 徹 夜 
ZH_X56_0949_047:0937a05	　山色冷宜秋　　雲擁堦前石　　鐘殘竹畔樓	047	 山 色 冷 宜 秋   雲 擁 堦 前 石   鐘 殘 竹 畔 樓 
ZH_X56_0949_047:0937a06	　賢哉白太守　　五馬舊曾遊	047	 賢 哉 白 太 守   五 馬 舊 曾 遊 
ZH_X56_0949_047:0937a07	白髮	047	白 髮 
ZH_X56_0949_047:0937a08	　華髮如春卉　　森森易滿頭　　栽培全仗老	047	 華 髮 如 春 卉   森 森 易 滿 頭   栽 培 全 仗 老 
ZH_X56_0949_047:0937a09	　澆灌半憑愁　　世態誰能避　　仙方莫漫求	047	 澆 灌 半 憑 愁   世 態 誰 能 避   仙 方 莫 漫 求 
ZH_X56_0949_047:0937a10	　迴觀短折者　　欲見更無由	047	 迴 觀 短 折 者   欲 見 更 無 由 
ZH_X56_0949_047:0937a11	夜懷張逸人	047	夜 懷 張 逸 人 
ZH_X56_0949_047:0937a12	　默坐懷幽趣　　誰知動鬱陶　　牕虗殘月在	047	 默 坐 懷 幽 趣   誰 知 動 鬱 陶   牕 虗 殘 月 在 
ZH_X56_0949_047:0937a13	　天靜少微高　　書去言難盡　　眠來夢亦勞	047	 天 靜 少 微 高   書 去 言 難 盡   眠 來 夢 亦 勞 
ZH_X56_0949_047:0937a14	　終期冐風雪　　乘興泛輕舠	047	 終 期 冐 風 雪   乘 興 泛 輕 舠 
ZH_X56_0949_047:0937a15	贈頭陀僧	047	贈 頭 陀 僧 
ZH_X56_0949_047:0937a16	　上行唯知足　　時人豈易同　　一身依樹下	047	 上 行 唯 知 足   時 人 豈 易 同   一 身 依 樹 下 
ZH_X56_0949_047:0937a17	　萬慮盡禪中　　乞食村飄雪　　降眠月墜空	047	 萬 慮 盡 禪 中   乞 食 村 飄 雪   降 眠 月 墜 空 
ZH_X56_0949_047:0937a18	　應悲浮世上　　煩惱事無窮	047	 應 悲 浮 世 上   煩 惱 事 無 窮 
ZH_X56_0949_047:0937a19	懷石壁山寺	047	懷 石 壁 山 寺 
ZH_X56_0949_047:0937a20	　梵宮藏積翠　　往歲屢遊遨　　月上寒溪靜	047	 梵 宮 藏 積 翠   往 歲 屢 遊 遨   月 上 寒 溪 靜 
ZH_X56_0949_047:0937a21	　雲收峭壁高　　幽堦封藥草　　古樹宿猿猱	047	 雲 收 峭 壁 高   幽 堦 封 藥 草   古 樹 宿 猿 猱 
ZH_X56_0949_047:0937a22	　終待携瓶錫　　閑棲解鬱陶	047	 終 待 携 瓶 錫   閑 棲 解 鬱 陶 
ZH_X56_0949_047:0937a23	與友人夜話	047	與 友 人 夜 話 
ZH_X56_0949_047:0937a24	　對坐當清夜　　茆堂野水西　　破窻秋燭冷	047	 對 坐 當 清 夜   茆 堂 野 水 西   破 窻 秋 燭 冷 
ZH_X56_0949_047:0937b01	　高木老猿啼　　跡與孤雲並　　身將一夢齊	047	 高 木 老 猿 啼   跡 與 孤 雲 並   身 將 一 夢 齊 
ZH_X56_0949_047:0937b02	　幽懷言未已　　明月落前溪	047	 幽 懷 言 未 已   明 月 落 前 溪 
ZH_X56_0949_047:0937b03	漢武帝	047	漢 武 帝 
ZH_X56_0949_047:0937b04	　酷矣秦皇滅　　荒哉漢武還　　將軍封五利	047	 酷 矣 秦 皇 滅   荒 哉 漢 武 還   將 軍 封 五 利 
ZH_X56_0949_047:0937b05	　神藥訪三山　　重色為金屋　　窮兵過玉關	047	 神 藥 訪 三 山   重 色 為 金 屋   窮 兵 過 玉 關 
ZH_X56_0949_047:0937b06	　豈知堯舜道　　千古在人間	047	 豈 知 堯 舜 道   千 古 在 人 間 
ZH_X56_0949_047:0937b07	送進士萬知古	047	送 進 士 萬 知 古 
ZH_X56_0949_047:0937b08	　經明行修徒爾為　　一名屢點春官圍	047	 經 明 行 修 徒 爾 為   一 名 屢 點 春 官 圍 
ZH_X56_0949_047:0937b09	　時之不利非戰罪　　歸山且著老萊衣	047	 時 之 不 利 非 戰 罪   歸 山 且 著 老 萊 衣 
ZH_X56_0949_047:0937b10	　清時貧賤誠堪恥　　侏儒太飽朔方飢	047	 清 時 貧 賤 誠 堪 恥   侏 儒 太 飽 朔 方 飢 
ZH_X56_0949_047:0937b11	　男兒會有及親祿　　安能泉石久低眉	047	 男 兒 會 有 及 親 祿   安 能 泉 石 久 低 眉 
ZH_X56_0949_047:0937b12	　束書依舊西入闕　　壯心潛與青雲期	047	 束 書 依 舊 西 入 闕   壯 心 潛 與 青 雲 期 
ZH_X56_0949_047:0937b13	　秋風嫋嫋孤魂斷　　古道迢迢去馬遲	047	 秋 風 嫋 嫋 孤 魂 斷   古 道 迢 迢 去 馬 遲 
ZH_X56_0949_047:0937b14	　驥稱其德不稱力　　神駿唯應伯樂知	047	 驥 稱 其 德 不 稱 力   神 駿 唯 應 伯 樂 知 
ZH_X56_0949_047:0937b15	寄隱者	047	寄 隱 者 
ZH_X56_0949_047:0937b16	　散髮空林下　　人間事不知　　風高蕙帳冷	047	 散 髮 空 林 下   人 間 事 不 知   風 高 蕙 帳 冷 
ZH_X56_0949_047:0937b17	　天遠鶴書遲　　瓶盡花朝酒　　扃殘寒夜碁	047	 天 遠 鶴 書 遲   瓶 盡 花 朝 酒   扃 殘 寒 夜 碁 
ZH_X56_0949_047:0937b18	　無由訪幽趣　　蹤跡阻江湄	047	 無 由 訪 幽 趣   蹤 跡 阻 江 湄 
ZH_X56_0949_047:0937b19	贈誦經僧	047	贈 誦 經 僧 
ZH_X56_0949_047:0937b20	　寂淡無餘念　　泠泠誦佛言　　清香飄靜夜	047	 寂 淡 無 餘 念   泠 泠 誦 佛 言   清 香 飄 靜 夜 
ZH_X56_0949_047:0937b21	　明月泠閑軒　　幽壑來精怪　　霜林息斷猿	047	 明 月 泠 閑 軒   幽 壑 來 精 怪   霜 林 息 斷 猿 
ZH_X56_0949_047:0937b22	　堪嗟浮世裏　　塵事競暄喧	047	 堪 嗟 浮 世 裏   塵 事 競 暄 喧 
ZH_X56_0949_047:0937b23	寄梵天上方政姪	047	寄 梵 天 上 方 政 姪 
ZH_X56_0949_047:0937b24	　一講更無事　　翛然自不羣　　閑情江上月	047	 一 講 更 無 事   翛 然 自 不 羣   閑 情 江 上 月 
ZH_X56_0949_047:0937c01	　孤跡檻前雲　　徑冷秋苔合　　杉寒宿鳥分	047	 孤 跡 檻 前 雲   徑 冷 秋 苔 合   杉 寒 宿 鳥 分 
ZH_X56_0949_047:0937c02	　濤聲且暮近　　應向出禪聞	047	 濤 聲 且 暮 近   應 向 出 禪 聞 
ZH_X56_0949_047:0937c03	久病有感因示後學	047	久 病 有 感 因 示 後 學 
ZH_X56_0949_047:0937c04	　羸病身未死　　輕安人屢亡　　穹旻不可問	047	 羸 病 身 未 死   輕 安 人 屢 亡   穹 旻 不 可 問 
ZH_X56_0949_047:0937c05	　浮世轉加傷　　三十共嗟短　　百年同好長	047	 浮 世 轉 加 傷   三 十 共 嗟 短   百 年 同 好 長 
ZH_X56_0949_047:0937c06	　未能齊一夢　　何以事空王	047	 未 能 齊 一 夢   何 以 事 空 王 
ZH_X56_0949_047:0937c07	山中聞知己及第	047	山 中 聞 知 己 及 第 
ZH_X56_0949_047:0937c08	　交知心莫逆　　出處任相違　　月裏方攀桂	047	 交 知 心 莫 逆   出 處 任 相 違   月 裏 方 攀 桂 
ZH_X56_0949_047:0937c09	　山中自採薇　　致君期有術　　遯世貴無機	047	 山 中 自 採 薇   致 君 期 有 術   遯 世 貴 無 機 
ZH_X56_0949_047:0937c10	　華髮他年事　　雲泉亦可歸	047	 華 髮 他 年 事   雲 泉 亦 可 歸 
ZH_X56_0949_047:0937c11	寄江上僧	047	寄 江 上 僧 
ZH_X56_0949_047:0937c12	　江寺期終老　　清香講次焚　　月怜秋後見	047	 江 寺 期 終 老   清 香 講 次 焚   月 怜 秋 後 見 
ZH_X56_0949_047:0937c13	　潮愛夜深聞　　古木青陰合　　殘雲靜片分	047	 潮 愛 夜 深 聞   古 木 青 陰 合   殘 雲 靜 片 分 
ZH_X56_0949_047:0937c14	　相懷未能去　　來鴈又成群	047	 相 懷 未 能 去   來 鴈 又 成 群 
ZH_X56_0949_047:0937c15	送人歸舊隱	047	送 人 歸 舊 隱 
ZH_X56_0949_047:0937c16	　要地慵投刺　　剛腸恥折腰　　舊山歸興切	047	 要 地 慵 投 刺   剛 腸 恥 折 腰   舊 山 歸 興 切 
ZH_X56_0949_047:0937c17	　殘日去程遙　　大野明殘燒　　空江響落潮	047	 殘 日 去 程 遙   大 野 明 殘 燒   空 江 響 落 潮 
ZH_X56_0949_047:0937c18	　到時雲樹下　　靜聽猒懸瓢	047	 到 時 雲 樹 下   靜 聽 猒 懸 瓢 
ZH_X56_0949_047:0937c19	砌下老梅	047	砌 下 老 梅 
ZH_X56_0949_047:0937c20	　傍砌根全露　　凝烟竹半遮　　臘深空冐雪	047	 傍 砌 根 全 露   凝 烟 竹 半 遮   臘 深 空 冐 雪 
ZH_X56_0949_047:0937c21	　春老始開花　　止渴功應少　　和羮味亦嘉	047	 春 老 始 開 花   止 渴 功 應 少   和 羮 味 亦 嘉 
ZH_X56_0949_047:0937c22	　行人憐怪狀　　上漢採為槎	047	 行 人 憐 怪 狀   上 漢 採 為 槎 
ZH_X56_0949_047:0937c23	寄余秀才	047	寄 余 秀 才 
ZH_X56_0949_047:0937c24	　去秋曾訪我　　一別又經年　　落日無來信	047	 去 秋 曾 訪 我   一 別 又 經 年   落 日 無 來 信 
ZH_X56_0949_047:0938a01	　西風滿耳蟬　　頭應添素髮　　詩合有新編	047	 西 風 滿 耳 蟬   頭 應 添 素 髮   詩 合 有 新 編 
ZH_X56_0949_047:0938a02	　未可輕丹桂　　蹉跎老海邊	047	 未 可 輕 丹 桂   蹉 跎 老 海 邊 
ZH_X56_0949_047:0938a03	經通慧僧錄影堂	047	經 通 慧 僧 錄 影 堂 
ZH_X56_0949_047:0938a04	　寂爾歸真界　　人間化已成　　兩朝欽至業	047	 寂 爾 歸 真 界   人 間 化 已 成   兩 朝 欽 至 業 
ZH_X56_0949_047:0938a05	　四海仰高名　　舊跡存花社　　遺編滿帝京	047	 四 海 仰 高 名   舊 跡 存 花 社   遺 編 滿 帝 京 
ZH_X56_0949_047:0938a06	　徘徊想前事　　庭樹跪鵶鳴	047	 徘 徊 想 前 事   庭 樹 跪 鵶 鳴 
ZH_X56_0949_047:0938a07	深居	047	深 居 
ZH_X56_0949_047:0938a08	　牢落誰知趣　　深居野興饒　　固窮期道在	047	 牢 落 誰 知 趣   深 居 野 興 饒   固 窮 期 道 在 
ZH_X56_0949_047:0938a09	　寡合鄙時澆　　徑靜苔長綠　　山寒雪未消	047	 寡 合 鄙 時 澆   徑 靜 苔 長 綠   山 寒 雪 未 消 
ZH_X56_0949_047:0938a10	　殘陽荷輕策　　閑望傍村橋	047	 殘 陽 荷 輕 策   閑 望 傍 村 橋 
ZH_X56_0949_047:0938a11	書事	047	書 事 
ZH_X56_0949_047:0938a12	　年過不惑便衰殘　　消息浮生萬事閑	047	 年 過 不 惑 便 衰 殘   消 息 浮 生 萬 事 閑 
ZH_X56_0949_047:0938a13	　慙愧眼前無俗物　　舉頭終日見雲山	047	 慙 愧 眼 前 無 俗 物   舉 頭 終 日 見 雲 山 
ZH_X56_0949_047:0938a14	將入石壁山作	047	將 入 石 壁 山 作 
ZH_X56_0949_047:0938a15	　慧遠風流廬岳隱　　支公高尚沃洲栖	047	 慧 遠 風 流 廬 岳 隱   支 公 高 尚 沃 洲 栖 
ZH_X56_0949_047:0938a16	　閑思石壁堪長往　　擬躡浮雲上石梯	047	 閑 思 石 壁 堪 長 往   擬 躡 浮 雲 上 石 梯 
ZH_X56_0949_047:0938a17	瑪瑙坡即事	047	瑪 瑙 坡 即 事 
ZH_X56_0949_047:0938a18	　瑪瑙坡前住　　清幽絕世緣　　湖澄秋夜月	047	 瑪 瑙 坡 前 住   清 幽 絕 世 緣   湖 澄 秋 夜 月 
ZH_X56_0949_047:0938a19	　山碧晚晴天　　了性方成佛　　燒丹漫學仙	047	 山 碧 晚 晴 天   了 性 方 成 佛   燒 丹 漫 學 仙 
ZH_X56_0949_047:0938a20	　會逢溫伯雪　　目擊道還全	047	 會 逢 溫 伯 雪   目 擊 道 還 全 
ZH_X56_0949_047:0938a21	自嘲	047	自 嘲 
ZH_X56_0949_047:0938a22	　門徑任苔荒　　長年寢一床　　病中消白日	047	 門 徑 任 苔 荒   長 年 寢 一 床   病 中 消 白 日 
ZH_X56_0949_047:0938a23	　詩裏發清狂　　窻暗雲遮月　　林明葉墜霜	047	 詩 裏 發 清 狂   窻 暗 雲 遮 月   林 明 葉 墜 霜 
ZH_X56_0949_047:0938a24	　百年能幾日　　兩鬢已蒼蒼	047	 百 年 能 幾 日   兩 鬢 已 蒼 蒼 
ZH_X56_0949_047:0938b01	草堂書懷	047	草 堂 書 懷 
ZH_X56_0949_047:0938b02	　浮華念久絕　　閑臥愛茆堂　　門外滄洲闊	047	 浮 華 念 久 絕   閑 臥 愛 茆 堂   門 外 滄 洲 闊 
ZH_X56_0949_047:0938b03	　閑中白日長　　庭寒頻墜果　　爐煖忽飄香	047	 閑 中 白 日 長   庭 寒 頻 墜 果   爐 煖 忽 飄 香 
ZH_X56_0949_047:0938b04	　寂寂無他事　　誰知世路忙	047	 寂 寂 無 他 事   誰 知 世 路 忙 
ZH_X56_0949_047:0938b05	中秋待月值雨	047	中 秋 待 月 值 雨 
ZH_X56_0949_047:0938b06	　一歲期今夕　　高空雨忽零　　虗牕沈素影	047	 一 歲 期 今 夕   高 空 雨 忽 零   虗 牕 沈 素 影 
ZH_X56_0949_047:0938b07	　疎竹動秋聲　　已被雲陰閉　　徒懷永夜明	047	 疎 竹 動 秋 聲   已 被 雲 陰 閉   徒 懷 永 夜 明 
ZH_X56_0949_047:0938b08	　徘徊倚山閣　　誰見此時情	047	 徘 徊 倚 山 閣   誰 見 此 時 情 
ZH_X56_0949_047:0938b09	少年行	047	少 年 行 
ZH_X56_0949_047:0938b10	　兒奴屢背約　　辱我漢天子　　瞋目而語難	047	 兒 奴 屢 背 約   辱 我 漢 天 子   瞋 目 而 語 難 
ZH_X56_0949_047:0938b11	　五陵年少子　　舉手提三尺　　報國在一死	047	 五 陵 年 少 子   舉 手 提 三 尺   報 國 在 一 死 
ZH_X56_0949_047:0938b12	　匹馬立奇勳　　壯哉傳介子	047	 匹 馬 立 奇 勳   壯 哉 傳 介 子 
ZH_X56_0949_047:0938b13	偶成	047	偶 成 
ZH_X56_0949_047:0938b14	　世態如輪轉　　勞生豈定期　　否終還受泰	047	 世 態 如 輪 轉   勞 生 豈 定 期   否 終 還 受 泰 
ZH_X56_0949_047:0938b15	　樂極又生悲　　商代尊伊尹　　秦庭戮李斯	047	 樂 極 又 生 悲   商 代 尊 伊 尹   秦 庭 戮 李 斯 
ZH_X56_0949_047:0938b16	　未能知幻化　　安得證無為	047	 未 能 知 幻 化   安 得 證 無 為 
ZH_X56_0949_047:0938b17	失鶴	047	失 鶴 
ZH_X56_0949_047:0938b18	　隻鶴忽飛去　　清音更不聞　　遠應尋鳳侶	047	 隻 鶴 忽 飛 去   清 音 更 不 聞   遠 應 尋 鳳 侶 
ZH_X56_0949_047:0938b19	　閑恐避鷄群　　岸靜休臨水　　庭空罷舞雲	047	 閑 恐 避 鷄 群   岸 靜 休 臨 水   庭 空 罷 舞 雲 
ZH_X56_0949_047:0938b20	　唯餘舊蹤跡　　篆字印苔紋	047	 唯 餘 舊 蹤 跡   篆 字 印 苔 紋 
ZH_X56_0949_047:0938b21	送中姪	047	送 中 姪 
ZH_X56_0949_047:0938b22	　四明乃舊隱　　岑寂宅神仙　　寒松糅紫霞	047	 四 明 乃 舊 隱   岑 寂 宅 神 仙   寒 松 糅 紫 霞 
ZH_X56_0949_047:0938b23	　幽巖落飛泉　　經秋動歸心　　荷策登江舡	047	 幽 巖 落 飛 泉   經 秋 動 歸 心   荷 策 登 江 舡 
ZH_X56_0949_047:0938b24	　澄波漾殘暉　　群峯插晴天　　窈窈空林下	047	 澄 波 漾 殘 暉   群 峯 插 晴 天   窈 窈 空 林 下 
ZH_X56_0949_047:0938c01	　片石待安禪	047	 片 石 待 安 禪 
ZH_X56_0949_047:0938c02	書山中道士壁	047	書 山 中 道 士 壁 
ZH_X56_0949_047:0938c03	　松下消搖自扣扉　　相留終日話真機	047	 松 下 消 搖 自 扣 扉   相 留 終 日 話 真 機 
ZH_X56_0949_047:0938c04	　煙藏花島青牛臥　　客散仙房獨鶴歸	047	 煙 藏 花 島 青 牛 臥   客 散 仙 房 獨 鶴 歸 
ZH_X56_0949_047:0938c05	　丹井泉澄天影小　　玉壇風冷磬聲微	047	 丹 井 泉 澄 天 影 小   玉 壇 風 冷 磬 聲 微 
ZH_X56_0949_047:0938c06	　乘閑擬學冲霄術　　九土茫茫得者稀	047	 乘 閑 擬 學 冲 霄 術   九 土 茫 茫 得 者 稀 
ZH_X56_0949_047:0938c07	山居偶成	047	山 居 偶 成 
ZH_X56_0949_047:0938c08	　世上誼譁耳不聞　　煙蘿深處絕人羣	047	 世 上 誼 譁 耳 不 聞   煙 蘿 深 處 絕 人 羣 
ZH_X56_0949_047:0938c09	　歲寒弗改憐高柏　　舒卷無機愛白雲	047	 歲 寒 弗 改 憐 高 柏   舒 卷 無 機 愛 白 雲 
ZH_X56_0949_047:0938c10	　閑採藥苗醫故疾　　旋編紅葉寫新文	047	 閑 採 藥 苗 醫 故 疾   旋 編 紅 葉 寫 新 文 
ZH_X56_0949_047:0938c11	　有人來問居山意　　寂寂茆堂日又曛	047	 有 人 來 問 居 山 意   寂 寂 茆 堂 日 又 曛 
ZH_X56_0949_047:0938c13	閑居編第四十七	047	閑 居 編 第 四 十 七 
