segmentnr	original	folio	analyzed
ZH_X56_0949_041:0925b06	登樓感事寄天台友人	041	登 樓 感 事 寄 天 台 友 人 
ZH_X56_0949_041:0925b07	　閑倚危欄思黯然　　浮生誰共歎流年	041	 閑 倚 危 欄 思 黯 然   浮 生 誰 共 歎 流 年 
ZH_X56_0949_041:0925b08	　愁催華髮生無極　　心許青山去有緣	041	 愁 催 華 髮 生 無 極   心 許 青 山 去 有 緣 
ZH_X56_0949_041:0925b09	　冷淡空江澄暮色　　參差歸鴈沒寒煙	041	 冷 淡 空 江 澄 暮 色   參 差 歸 鴈 沒 寒 煙 
ZH_X56_0949_041:0925b10	　吟餘更羨林間客　　高臥深雲聽瀑泉	041	 吟 餘 更 羨 林 間 客   高 臥 深 雲 聽 瀑 泉 
ZH_X56_0949_041:0925b11	書通上人城居	041	書 通 上 人 城 居 
ZH_X56_0949_041:0925b12	　禪房蕭灑閉重關　　祖意明來萬事閑	041	 禪 房 蕭 灑 閉 重 關   祖 意 明 來 萬 事 閑 
ZH_X56_0949_041:0925b13	　高臥有時消白日　　靜吟無念憶青山	041	 高 臥 有 時 消 白 日   靜 吟 無 念 憶 青 山 
ZH_X56_0949_041:0925b14	　掃花晚砌留蒼蘚　　剃髮秋池照病顏	041	 掃 花 晚 砌 留 蒼 蘚   剃 髮 秋 池 照 病 顏 
ZH_X56_0949_041:0925b15	　堪笑林泉深隱者　　不知幽趣在人間	041	 堪 笑 林 泉 深 隱 者   不 知 幽 趣 在 人 間 
ZH_X56_0949_041:0925b16	湖居即事寄仁姪	041	湖 居 即 事 寄 仁 姪 
ZH_X56_0949_041:0925b17	　講退臨流獨倚笻　　塵埃無處寄閑蹤	041	 講 退 臨 流 獨 倚 笻   塵 埃 無 處 寄 閑 蹤 
ZH_X56_0949_041:0925b18	　青山歸去心長在　　白髮生來事轉慵	041	 青 山 歸 去 心 長 在   白 髮 生 來 事 轉 慵 
ZH_X56_0949_041:0925b19	　門徑草深梅雨歇　　像龕燈暗水煙濃	041	 門 徑 草 深 梅 雨 歇   像 龕 燈 暗 水 煙 濃 
ZH_X56_0949_041:0925b20	　相知唯有搖松客　　時辱音書慰病容	041	 相 知 唯 有 搖 松 客   時 辱 音 書 慰 病 容 
ZH_X56_0949_041:0925b21	懷石壁舊居兼簡紹上人	041	懷 石 壁 舊 居 兼 簡 紹 上 人 
ZH_X56_0949_041:0925b22	　壁立岩巒照冽泉　　幾思幽景歎流年	041	 壁 立 岩 巒 照 冽 泉   幾 思 幽 景 歎 流 年 
ZH_X56_0949_041:0925b23	　歸棲自合同仙跡　　深隱誰云有洞天	041	 歸 棲 自 合 同 仙 跡   深 隱 誰 云 有 洞 天 
ZH_X56_0949_041:0925b24	　脩竹寒聲風乍動　　古潭秋影月初圓	041	 脩 竹 寒 聲 風 乍 動   古 潭 秋 影 月 初 圓 
ZH_X56_0949_041:0925c01	　伊余亦擬依支遁　　枕石眠雲碧嶂前	041	 伊 余 亦 擬 依 支 遁   枕 石 眠 雲 碧 嶂 前 
ZH_X56_0949_041:0925c02	贈林逋處士	041	贈 林 逋 處 士 
ZH_X56_0949_041:0925c03	　深居猿鳥共忘機　　荀孟才華鶴氅衣	041	 深 居 猿 鳥 共 忘 機   荀 孟 才 華 鶴 氅 衣 
ZH_X56_0949_041:0925c04	　滿砌落花春病起　　一湖明月夜漁歸	041	 滿 砌 落 花 春 病 起   一 湖 明 月 夜 漁 歸 
ZH_X56_0949_041:0925c05	　風搖野水青蒲短　　雨過閑園紫蕨肥	041	 風 搖 野 水 青 蒲 短   雨 過 閑 園 紫 蕨 肥 
ZH_X56_0949_041:0925c06	　塵土滿牀書萬卷　　玄纁何日到松扉	041	 塵 土 滿 牀 書 萬 卷   玄 纁 何 日 到 松 扉 
ZH_X56_0949_041:0925c07	梵天寺二首	041	梵 天 寺 二 首 
ZH_X56_0949_041:0925c08	　路上中峰勢屈盤　　塵埃蹤跡到終難	041	 路 上 中 峰 勢 屈 盤   塵 埃 蹤 跡 到 終 難 
ZH_X56_0949_041:0925c09	　秋杉影射經牕冷　　夜浪聲搖睡榻寒	041	 秋 杉 影 射 經 牕 冷   夜 浪 聲 搖 睡 榻 寒 
ZH_X56_0949_041:0925c10	　雲過閑軒香篆潤　　日移幽砌蘚痕乾	041	 雲 過 閑 軒 香 篆 潤   日 移 幽 砌 蘚 痕 乾 
ZH_X56_0949_041:0925c11	　吟餘靜立凭欄久　　極目長江水渺漫	041	 吟 餘 靜 立 凭 欄 久   極 目 長 江 水 渺 漫 
ZH_X56_0949_041:0925c12	其二	041	其 二 
ZH_X56_0949_041:0925c13	　梵宇清虗遠俗喧　　登臨時得爽吟魂	041	 梵 宇 清 虗 遠 俗 喧   登 臨 時 得 爽 吟 魂 
ZH_X56_0949_041:0925c14	　卷簾高雪明稽嶺　　上閣秋濤出海門	041	 卷 簾 高 雪 明 稽 嶺   上 閣 秋 濤 出 海 門 
ZH_X56_0949_041:0925c15	　羣木冷陰連古塔　　疎鐘寒韻徹江村	041	 羣 木 冷 陰 連 古 塔   疎 鐘 寒 韻 徹 江 村 
ZH_X56_0949_041:0925c16	　城中泉石詩中景　　閑對文公盡日論	041	 城 中 泉 石 詩 中 景   閑 對 文 公 盡 日 論 
ZH_X56_0949_041:0925c17	趙萬宗入道因寄	041	趙 萬 宗 入 道 因 寄 
ZH_X56_0949_041:0925c18	　羔鴈已聞徵不起　　却求披戴守貞居	041	 羔 鴈 已 聞 徵 不 起   却 求 披 戴 守 貞 居 
ZH_X56_0949_041:0925c19	　月堂欹枕三清夢　　秋榻生塵萬卷書	041	 月 堂 欹 枕 三 清 夢   秋 榻 生 塵 萬 卷 書 
ZH_X56_0949_041:0925c20	　壇帀冷痕春蘚碧　　鶴翹寒影雪杉疎	041	 壇 帀 冷 痕 春 蘚 碧   鶴 翹 寒 影 雪 杉 疎 
ZH_X56_0949_041:0925c21	　年來未得尋幽跡　　閑夜何人聽步虗	041	 年 來 未 得 尋 幽 跡   閑 夜 何 人 聽 步 虗 
ZH_X56_0949_041:0925c22	春日湖居書事寄子璿師	041	春 日 湖 居 書 事 寄 子 璿 師 
ZH_X56_0949_041:0925c23	　閑居作賦擬安仁　　壯志潛消白髮新	041	 閑 居 作 賦 擬 安 仁   壯 志 潛 消 白 髮 新 
ZH_X56_0949_041:0925c24	　煙浪靜牽來往夢　　鸎花深慰寂寥身	041	 煙 浪 靜 牽 來 往 夢   鸎 花 深 慰 寂 寥 身 
ZH_X56_0949_041:0926a01	　野塘草綠湖村暮　　石鼎茶香岳寺春	041	 野 塘 草 綠 湖 村 暮   石 鼎 茶 香 岳 寺 春 
ZH_X56_0949_041:0926a02	　終學支公買山住　　白雲深處待為隣	041	 終 學 支 公 買 山 住   白 雲 深 處 待 為 隣 
ZH_X56_0949_041:0926a03	詶正言上人	041	詶 正 言 上 人 
ZH_X56_0949_041:0926a04	　旅鴈聲孤過舊林　　相懷無處共論心	041	 旅 鴈 聲 孤 過 舊 林   相 懷 無 處 共 論 心 
ZH_X56_0949_041:0926a05	　眠雲未負他年約　　看雪難忘盡日吟	041	 眠 雲 未 負 他 年 約   看 雪 難 忘 盡 日 吟 
ZH_X56_0949_041:0926a06	　江上信稀寒浪闊　　竹邊房掩夕陽深	041	 江 上 信 稀 寒 浪 闊   竹 邊 房 掩 夕 陽 深 
ZH_X56_0949_041:0926a07	　寂寥閑坐西牕下　　空把餘情寄玉琴	041	 寂 寥 閑 坐 西 牕 下   空 把 餘 情 寄 玉 琴 
ZH_X56_0949_041:0926a08	贈清義律師	041	贈 清 義 律 師 
ZH_X56_0949_041:0926a09	　律藏精持世所稀　　淡然高趣自忘機	041	 律 藏 精 持 世 所 稀   淡 然 高 趣 自 忘 機 
ZH_X56_0949_041:0926a10	　禪開靜室蒼苔徧　　飯起閑牕獨鳥歸	041	 禪 開 靜 室 蒼 苔 徧   飯 起 閑 牕 獨 鳥 歸 
ZH_X56_0949_041:0926a11	　雪岳夜鐘清度枕　　水軒秋月冷侵衣	041	 雪 岳 夜 鐘 清 度 枕   水 軒 秋 月 冷 侵 衣 
ZH_X56_0949_041:0926a12	　吟餘講罷無他事　　人外時容扣竹扉	041	 吟 餘 講 罷 無 他 事   人 外 時 容 扣 竹 扉 
ZH_X56_0949_041:0926a13	遊開化寺	041	遊 開 化 寺 
ZH_X56_0949_041:0926a14	　地絕纖塵萬籟清　　當門幽致畵難成	041	 地 絕 纖 塵 萬 籟 清   當 門 幽 致 畵 難 成 
ZH_X56_0949_041:0926a15	　黛粧峯岫高低影　　練卷波濤旦暮聲	041	 黛 粧 峯 岫 高 低 影   練 卷 波 濤 旦 暮 聲 
ZH_X56_0949_041:0926a16	　侵竹古廊秋蘚合　　倚雲禪閣夜燈明	041	 侵 竹 古 廊 秋 蘚 合   倚 雲 禪 閣 夜 燈 明 
ZH_X56_0949_041:0926a17	　上方別有幽棲處　　樹石參差稱野情	041	 上 方 別 有 幽 棲 處   樹 石 參 差 稱 野 情 
ZH_X56_0949_041:0926a18	次韻詶子文師	041	次 韻 詶 子 文 師 
ZH_X56_0949_041:0926a19	　門靜孤雲去復還　　講餘他慮絕相關	041	 門 靜 孤 雲 去 復 還   講 餘 他 慮 絕 相 關 
ZH_X56_0949_041:0926a20	　遺名懶住城中寺　　招隱曾居海畔山	041	 遺 名 懶 住 城 中 寺   招 隱 曾 居 海 畔 山 
ZH_X56_0949_041:0926a21	　臥疾雪房苔色老　　行禪秋徑樹陰閑	041	 臥 疾 雪 房 苔 色 老   行 禪 秋 徑 樹 陰 閑 
ZH_X56_0949_041:0926a22	　玄機共了心無事　　相見寧愁鬢漸班	041	 玄 機 共 了 心 無 事   相 見 寧 愁 鬢 漸 班 
ZH_X56_0949_041:0926a23	南塔寺上方	041	南 塔 寺 上 方 
ZH_X56_0949_041:0926a24	　絕頂深棲萬慮平　　路盤危石雨苔青	041	 絕 頂 深 棲 萬 慮 平   路 盤 危 石 雨 苔 青 
ZH_X56_0949_041:0926b01	　江涵逈漢供閑望　　雪映幽牕卷舊經	041	 江 涵 逈 漢 供 閑 望   雪 映 幽 牕 卷 舊 經 
ZH_X56_0949_041:0926b02	　磬擊曉霜禪乍起　　枕搖秋浪夢初醒	041	 磬 擊 曉 霜 禪 乍 起   枕 搖 秋 浪 夢 初 醒 
ZH_X56_0949_041:0926b03	　為隣自有忘機者　　月下時時扣竹扃	041	 為 隣 自 有 忘 機 者   月 下 時 時 扣 竹 扃 
ZH_X56_0949_041:0926b04	寄贈子正律師	041	寄 贈 子 正 律 師 
ZH_X56_0949_041:0926b05	　威儀閑淡許誰同　　苔徑依然絕履蹤	041	 威 儀 閑 淡 許 誰 同   苔 徑 依 然 絕 履 蹤 
ZH_X56_0949_041:0926b06	　霜井濾泉侵曉色　　雪房欹枕夢諸峰	041	 霜 井 濾 泉 侵 曉 色   雪 房 欹 枕 夢 諸 峰 
ZH_X56_0949_041:0926b07	　寒生靜榻吟中月　　冷答平湖講次鐘	041	 寒 生 靜 榻 吟 中 月   冷 答 平 湖 講 次 鐘 
ZH_X56_0949_041:0926b08	　盡日冥心憶高趣　　三生行止道生松	041	 盡 日 冥 心 憶 高 趣   三 生 行 止 道 生 松 
ZH_X56_0949_041:0926b09	憶南塔上方因寄慶昭師	041	憶 南 塔 上 方 因 寄 慶 昭 師 
ZH_X56_0949_041:0926b10	　杉竹森森一徑通　　六年高院寄幽蹤	041	 杉 竹 森 森 一 徑 通   六 年 高 院 寄 幽 蹤 
ZH_X56_0949_041:0926b11	　涼移峭壁秋深月　　冷映長江雪後峯	041	 涼 移 峭 壁 秋 深 月   冷 映 長 江 雪 後 峯 
ZH_X56_0949_041:0926b12	　吟次夏雲晴影薄　　講殘春樹翠陰濃	041	 吟 次 夏 雲 晴 影 薄   講 殘 春 樹 翠 陰 濃 
ZH_X56_0949_041:0926b13	　四時嘉景真堪愛　　曾伴支公數倚笻	041	 四 時 嘉 景 真 堪 愛   曾 伴 支 公 數 倚 笻 
ZH_X56_0949_041:0926b14	庭松	041	庭 松 
ZH_X56_0949_041:0926b15	　喬枝偃蓋勢凌雲　　一植幽庭度幾春	041	 喬 枝 偃 蓋 勢 凌 雲   一 植 幽 庭 度 幾 春 
ZH_X56_0949_041:0926b16	　榮落未曾同眾木　　孤貞長自伴閑人	041	 榮 落 未 曾 同 眾 木   孤 貞 長 自 伴 閑 人 
ZH_X56_0949_041:0926b17	　風生靜夜寒聲徤　　雪霽遙峰翠色新	041	 風 生 靜 夜 寒 聲 徤   雪 霽 遙 峰 翠 色 新 
ZH_X56_0949_041:0926b18	　蕭灑最宜禪定起　　坐觀行遶遠埃塵	041	 蕭 灑 最 宜 禪 定 起   坐 觀 行 遶 遠 埃 塵 
ZH_X56_0949_041:0926b19	寄曦照上人	041	寄 曦 照 上 人 
ZH_X56_0949_041:0926b20	　塵外禪房掩渺瀰　　高情終與俗流違	041	 塵 外 禪 房 掩 渺 瀰   高 情 終 與 俗 流 違 
ZH_X56_0949_041:0926b21	　苦吟幾度成華髮　　默坐連宵憶翠微	041	 苦 吟 幾 度 成 華 髮   默 坐 連 宵 憶 翠 微 
ZH_X56_0949_041:0926b22	　風帶荷香飄靜榻　　雨滋苔色汙閑扉	041	 風 帶 荷 香 飄 靜 榻   雨 滋 苔 色 汙 閑 扉 
ZH_X56_0949_041:0926b23	　炎天幾阻相尋興　　空倚危樓對落暉	041	 炎 天 幾 阻 相 尋 興   空 倚 危 樓 對 落 暉 
ZH_X56_0949_041:0926b24	閑居編第四十一	041	閑 居 編 第 四 十 一 
